WORDPAIR	SEMANTIC	VISUAL
spade#wand	1.40	1.20
dog#kite	1.00	1.00
bread#dish	3.00	1.80
microwave#oven	4.60	4.40
cap_(bottle)#finch	1.00	1.00
barrel#table	1.20	1.00
cherry#jeans	1.00	1.00
cage#cucumber	1.00	1.00
falcon#goose	3.20	2.20
cheese#toad	1.00	1.00
cathedral#scissors	1.00	1.00
rock#trout	1.00	1.00
partridge#seal	1.40	1.20
calf#thermometer	1.00	1.00
ashtray#avocado	1.00	1.00
colander#sardine	1.00	1.00
limousine#tractor	2.00	1.20
mittens#pot	1.00	1.00
calf#ox	3.60	3.40
beetle#shawl	1.00	1.00
cape#rabbit	1.00	1.00
cod#pier	1.60	1.00
parakeet#shirt	1.00	1.00
eel#toaster	1.00	1.00
stool_(furniture)#tape_(scotch)	1.00	1.00
stone#trout	1.00	1.00
clarinet#raft	1.00	1.00
bra#pillow	1.00	1.00
axe#chisel	3.00	2.20
dolphin#goat	1.20	1.00
shield#slippers	1.00	1.00
raven#sofa	1.00	1.00
octopus#tangerine	1.00	1.00
radio#stereo	3.80	3.60
bison#sandals	1.00	1.00
donkey#toad	1.20	1.00
bowl#crab	1.20	1.00
paintbrush#wand	1.40	1.40
oven#stove	4.80	3.60
chandelier#elk	1.00	1.00
cart#train	1.60	1.20
gun#rake	1.20	1.00
napkin#trolley	1.00	1.00
basement#cellar	4.00	4.20
beaver#bow_(weapon)	1.00	1.00
cabbage#spinach	3.60	2.20
lemon#walnut	2.00	1.40
goat#mouse	1.80	1.20
clarinet#harp	3.20	1.40
beetle#snail	1.60	1.20
ashtray#parakeet	1.00	1.00
bull#ox	4.80	4.80
helicopter#level	1.20	1.00
potato#yam	4.20	3.00
book#clock	1.20	1.20
mackerel#trout	4.40	4.40
bison#tomahawk	1.00	1.00
horse#moth	1.20	1.00
cow#wheelbarrow	1.00	1.00
corkscrew#harpsichord	1.00	1.00
beans#table	1.20	1.00
eagle#woodpecker	3.40	1.80
chimp#tiger	2.20	1.40
baton#rake	1.60	1.60
raspberry#rhubarb	2.60	1.40
caterpillar#cheetah	1.00	1.00
chipmunk#racquet	1.00	1.00
banjo#trailer	1.20	1.00
radish#wrench	1.00	1.00
dandelion#frog	1.20	1.00
razor#typewriter	1.00	1.00
bathtub#door	1.80	1.00
pig#shrimp	1.20	1.00
dolphin#worm	1.40	1.00
fawn#telephone	1.00	1.00
toilet#trolley	1.00	1.00
armour#door	1.20	1.20
canary#lamb	1.20	1.00
bracelet#turkey	1.00	1.00
flamingo#starling	3.40	2.00
scooter#typewriter	1.00	1.00
barn#horse	1.80	1.40
gorilla#platypus	1.40	1.20
stork#whistle	1.00	1.00
pigeon#zebra	1.20	1.00
bin_(waste)#cabin	1.60	1.00
boots#hoe	1.20	1.20
bench#stool_(furniture)	3.80	2.60
donkey#fox	1.40	1.20
ashtray#tray	1.60	1.40
cap_(hat)#chair	1.00	1.00
basket#pencil	1.20	1.00
bagpipe#dove	1.00	1.00
carpet#scarf	1.00	1.00
chandelier#sink	1.00	1.00
beetle#raisin	1.00	1.20
hare#spider	1.00	1.00
eel#pelican	1.20	1.00
chapel#gopher	1.00	1.00
toilet#train	2.00	1.00
baton#stick	4.00	4.20
grater#jeans	1.00	1.00
axe#dagger	3.00	2.20
crab#skis	1.00	1.00
mandarin#robin	1.20	1.20
broom#paintbrush	2.20	2.00
lamb#turnip	1.00	1.00
bureau#cabinet	3.00	3.00
baton#pencil	2.00	3.20
bomb#helmet	1.40	1.20
carpet#spider	1.00	1.00
dove#rabbit	1.60	1.20
belt#jeans	3.20	1.00
ambulance#jeep	2.80	3.20
anchor#ship	3.60	1.00
emu#pig	1.20	1.00
jar#yam	1.20	1.00
partridge#shack	1.00	1.00
dresser#platypus	1.00	1.00
rhubarb#stick	1.00	2.00
harmonica#unicycle	1.00	1.00
frog#wasp	1.20	1.00
earmuffs#rat	1.00	1.00
corn#cow	1.40	1.00
bison#buffalo	5.00	4.60
broom#snail	1.00	1.00
goldfish#lion	1.00	1.00
caribou#iguana	1.20	1.00
grenade#subway	1.00	1.00
catfish#trout	4.20	4.00
pot#shrimp	1.60	1.00
grape#peach	3.20	1.60
cloak#sled	1.00	1.00
ball#spear	1.20	1.00
menu#nectarine	1.20	1.00
bullet#tank_(container)	1.20	1.00
ant#raft	1.20	1.20
magazine#sardine	1.00	1.00
lemon#lime	4.60	4.60
limousine#stool_(furniture)	1.00	1.00
cantaloupe#rake	1.20	1.00
projector#robe	1.00	1.00
napkin#spade	1.00	1.00
blouse#skirt	3.80	2.00
carrot#goldfish	1.00	1.60
cello#stove	1.00	1.00
chain#tongs	1.20	1.20
mink_(coat)#rabbit	1.80	2.20
colander#sink	2.40	1.40
grasshopper#seagull	1.40	1.00
salamander#tape_(scotch)	1.00	1.20
raven#whip	1.00	1.00
raccoon#salmon	1.60	1.00
catfish#harpsichord	1.00	1.20
brick#earmuffs	1.00	1.20
cabinet#dresser	3.80	3.60
pot#tripod	1.00	1.20
lamp#lantern	3.80	3.60
curtains#jeans	1.00	1.60
key#pineapple	1.00	1.20
bedroom#hawk	1.00	1.00
raspberry#walnut	2.60	1.60
bomb#tank_(container)	1.20	1.40
guitar#telephone	1.20	1.20
guppy#woodpecker	1.80	1.20
dog#lettuce	1.00	1.00
cantaloupe#stork	1.00	1.00
lemon#orange	4.40	4.00
cloak#elevator	1.00	1.00
jar#pan	2.00	1.00
apple#octopus	1.00	1.00
cap_(bottle)#chain	1.00	1.00
cupboard#kettle	1.60	1.00
spoon#trumpet	1.00	1.00
hare#salamander	1.20	1.00
bow_(ribbon)#vine	1.20	1.40
corn#guppy	1.00	1.00
bull#skyscraper	1.00	1.00
beetle#oak	1.00	1.00
gorilla#trousers	1.00	1.00
coat#mole_(animal)	1.00	1.00
mushroom#shovel	1.00	1.00
bullet#pistol	3.60	1.00
pen#rake	1.00	1.40
church#harp	2.00	1.00
beehive#earmuffs	1.00	1.00
cauliflower#sink	1.00	1.00
blackbird#robin	4.20	3.60
drapes#jeans	1.00	1.00
paintbrush#racquet	1.00	1.00
cow#zucchini	1.00	1.00
closet#curtains	1.40	1.00
machete#marble	1.00	1.00
armour#bomb	1.60	1.00
catfish#stool_(furniture)	1.00	1.00
buzzard#leopard	1.20	1.00
cloak#robe	4.20	3.20
crowbar#train	1.00	1.00
lettuce#mandarin	1.60	1.20
catapult#mixer	1.00	1.00
cabin#clamp	1.00	1.00
lime#orange	4.20	3.60
crown#sink	1.00	1.00
beehive#veil	1.00	1.00
knife#rattlesnake	1.00	1.00
buzzard#panther	1.20	1.00
chain#jeep	1.00	1.00
crayon#fence	1.00	1.00
cork#inn	1.00	1.00
chimp#stick	1.00	1.00
beetle#marble	1.00	1.20
penguin#subway	1.00	1.00
dishwasher#guitar	1.00	1.00
brush#spider	1.00	1.00
basement#pier	1.00	1.00
cauliflower#dog	1.00	1.00
catfish#goose	1.20	1.00
comb#raspberry	1.00	1.00
beets#keyboard_(musical)	1.00	1.00
bracelet#necklace	3.60	3.00
closet#drapes	1.40	1.00
gorilla#lion	2.00	1.00
level#taxi	1.00	1.00
cedar#desk	1.60	1.20
hook#tent	1.80	1.00
hoe#truck	1.20	1.00
lobster#tank_(army)	1.50	1.25
lion#pelican	2.50	1.00
ambulance#chair	1.25	1.00
crayon#falcon	1.00	1.50
minnow#starling	2.25	1.00
cap_(hat)#unicycle	1.25	1.00
cherry#housefly	1.00	1.00
buggy#taxi	3.75	2.25
basement#cottage	3.25	2.25
pipe_(plumbing)#tank_(container)	2.50	1.50
emu#mouse_(computer)	1.00	1.00
mushroom#pony	1.25	1.00
freezer#scissors	1.00	1.00
napkin#ruler	1.25	1.25
lamb#skunk	2.50	1.50
catfish#sparrow	1.75	1.00
jet#screws	1.50	1.00
building#drapes	1.75	1.25
cup#mug	5.00	4.25
elephant#squirrel	2.50	1.25
crab#spider	4.00	2.25
dunebuggy#motorcycle	4.00	1.50
bull#oak	1.00	1.00
bouquet#pyramid	1.00	1.00
stick#wand	4.00	3.75
plug_(electric)#subway	1.50	1.00
raccoon#tiger	2.50	1.50
drill#helicopter	1.75	1.25
clamp#dresser	1.50	1.25
bat_(baseball)#muzzle	1.00	1.00
bookcase#hut	1.40	1.00
calf#helicopter	1.00	1.00
bag#muzzle	1.20	1.00
bench#spear	1.20	1.00
corkscrew#goose	1.00	1.00
sack#sandals	1.00	1.80
gorilla#mat	1.00	1.00
eel#garlic	1.00	1.00
pyramid#seagull	1.00	1.00
mink_(coat)#swan	1.20	1.00
nylons#swimsuit	2.20	1.20
bathtub#couch	1.20	1.60
cow#tack	1.00	1.00
butterfly#wasp	2.60	1.60
emu#ostrich	4.00	3.40
jeans#shoes	2.40	1.00
door#pliers	1.00	1.00
nectarine#peach	4.40	4.00
chandelier#flamingo	1.00	1.00
catfish#squirrel	2.00	1.00
bowl#mug	4.20	2.60
eggplant#leopard	1.00	1.00
fence#rake	1.00	1.20
trailer#wagon	3.80	2.60
bagpipe#building	1.00	1.80
pants#parka	3.00	2.00
cucumber#mandarin	1.80	1.20
cloak#sweater	3.40	1.80
toaster#toilet	1.40	1.80
taxi#train	2.40	2.00
buckle#panther	1.00	1.00
colander#subway	1.00	1.00
chain#goat	1.25	1.00
bathtub#sofa	1.50	1.25
bungalow#cabin	4.00	3.25
bin_(waste)#shed	1.25	1.00
birch#helicopter	1.50	1.25
jeans#vest	2.00	1.50
box#shelves	2.75	1.50
napkin#stereo	1.00	1.00
jacket#rhubarb	1.00	1.00
carrot#tuba	1.00	1.00
boots#grasshopper	1.25	1.00
finch#jar	1.00	1.00
jeep#rice	1.00	1.00
basket#sandals	1.25	1.25
closet#rope	1.00	1.00
key#taxi	2.00	1.00
jet#pelican	1.50	1.25
carpet#swan	1.00	1.00
raft#shovel	1.25	1.00
axe#shotgun	2.25	1.50
crowbar#hoe	3.00	3.00
banner#bed	1.25	1.50
book#ship	1.00	1.00
calf#ostrich	2.00	1.50
muzzle#pheasant	1.00	1.00
lamb#ox	2.50	1.75
olive#tangerine	2.75	1.50
baton#wand	4.25	4.50
key#wrench	1.40	1.20
harmonica#seal	1.00	1.00
elevator#truck	1.00	1.00
comb#fan_(appliance)	1.00	1.00
crayon#revolver	1.00	1.00
radio#tent	1.00	1.00
mittens#stereo	1.00	1.00
goldfish#zucchini	1.00	1.00
pheasant#wasp	1.00	1.00
bagpipe#chipmunk	1.00	1.00
flamingo#pineapple	1.00	1.00
beehive#mouse	1.00	1.00
box#church	1.20	1.40
onions#tortoise	1.00	1.40
doll#earmuffs	1.00	1.00
bed#hut	2.00	1.00
finch#goose	3.20	1.60
elk#sleigh	1.80	1.00
menu#mouse_(computer)	1.00	1.00
hose_(leggings)#sandals	1.80	1.00
carrot#tomato	2.60	1.00
bucket#napkin	1.00	1.00
ant#stork	1.20	1.00
broom#level	1.20	1.40
plum#pumpkin	2.00	1.20
cabbage#willow	1.20	1.00
bayonet#moose	1.00	1.00
tractor#tricycle	1.60	1.40
cabin#cottage	4.80	4.00
toilet#tricycle	1.20	1.00
belt#pajamas	1.60	1.00
axe#cap_(hat)	1.00	1.00
basement#building	3.40	1.60
bin_(waste)#church	1.20	1.00
bed#tie	1.00	1.00
peach#strawberry	3.60	1.40
otter#rabbit	2.00	1.80
goose#lion	1.60	1.00
stereo#violin	1.80	1.00
caribou#socks	1.00	1.00
dresser#kite	1.00	1.00
parsley#razor	1.00	1.00
hoe#sleigh	1.20	1.20
bolts#car	1.80	1.00
eel#tractor	1.00	1.00
couch#sofa	5.00	5.00
bungalow#cottage	4.80	4.20
alligator#whip	1.00	1.20
fan_(appliance)#stove	1.40	1.00
broom#sled	1.00	1.00
mixer#saxophone	1.20	1.00
bull#goat	2.80	2.00
magazine#stone	1.00	1.00
colander#swimsuit	1.00	1.00
crayon#thermometer	1.00	2.20
pumpkin#swan	1.00	1.00
pan#spoon	2.20	1.40
blackbird#bluejay	4.20	3.20
cheese#walnut	1.40	1.00
belt#bow_(ribbon)	1.80	1.20
stove#tank_(container)	1.20	1.40
sailboat#sheep	1.00	1.00
fridge#plug_(electric)	2.00	1.00
caribou#elk	4.40	4.40
grapefruit#snail	1.00	1.20
elevator#pig	1.00	1.00
bouquet#muzzle	1.00	1.00
taxi#tractor	2.40	1.40
bayonet#razor	2.60	1.80
ostrich#parakeet	3.40	1.80
caterpillar#corn	1.40	1.00
asparagus#buzzard	1.00	1.00
boat#gate	1.20	1.00
bat_(baseball)#drill	1.00	1.00
cheese#corkscrew	1.00	1.00
crayon#oven	1.00	1.00
finch#swimsuit	1.00	1.00
bookcase#toilet	1.20	1.00
blueberry#owl	1.20	1.00
bureau#dresser	3.80	3.80
ox#raft	1.00	1.00
bin_(waste)#table	1.40	1.00
hoe#pin	1.40	1.20
plate#tiger	1.00	1.00
curtains#drapes	5.00	4.80
bed#bike	1.20	1.00
cranberry#lantern	1.00	1.00
cart#limousine	1.80	1.20
church#shoes	1.00	1.00
flute#whip	1.00	1.20
doll#pyramid	1.00	1.00
corkscrew#gun	1.00	1.00
camel#salamander	1.20	1.00
corn#muzzle	1.00	1.00
bus#taxi	3.80	1.80
asparagus#fox	1.00	1.00
fan_(appliance)#screws	1.20	1.00
pickle#pipe_(plumbing)	1.00	1.60
lantern#shoes	1.00	1.00
biscuit#bolts	1.00	1.00
house#socks	1.20	1.00
porcupine#scarf	1.00	1.00
chicken#robin	2.80	1.80
pajamas#pants	2.60	2.60
bow_(weapon)#shovel	1.20	1.00
accordion#ship	1.00	1.00
bike#canoe	1.20	1.00
peacock#zebra	1.20	1.00
basket#parka	1.00	1.00
hatchet#screwdriver	1.60	1.20
cranberry#pumpkin	2.00	1.20
baton#paintbrush	1.00	1.20
peg#sailboat	1.00	1.00
cod#falcon	1.20	1.00
bungalow#kite	1.00	1.00
hamster#racquet	1.00	1.00
bouquet#toilet	1.00	1.00
housefly#pliers	1.00	1.00
brush#drill	1.40	1.20
corkscrew#wrench	1.40	1.20
stool_(furniture)#typewriter	1.40	1.00
dolphin#mole_(animal)	1.40	1.20
parsley#pumpkin	2.00	1.00
catapult#cloak	1.00	1.00
clarinet#cork	1.00	1.00
helicopter#minnow	1.00	1.00
bomb#knife	1.20	1.00
flute#stereo	1.40	1.00
catfish#owl	1.20	1.00
cockroach#raccoon	1.20	1.00
avocado#microwave	1.00	1.00
flamingo#salamander	1.20	1.00
celery#pickle	2.60	1.80
shotgun#whip	1.40	1.20
pyramid#rocker	1.00	1.00
subway#van	1.80	1.80
guppy#stork	1.40	1.00
dress#sheep	1.00	1.00
beets#turnip	3.20	2.20
muzzle#pliers	1.00	1.00
blackbird#duck	3.80	2.40
harp#sailboat	1.00	1.00
cheese#vine	1.00	1.00
ant#fox	1.20	1.00
ladle#trumpet	1.00	1.00
alligator#grapefruit	1.00	1.00
banana#spinach	2.00	1.00
celery#chipmunk	1.00	1.00
cloak#toad	1.00	1.00
bag#coat	1.67	1.67
baton#stone	1.00	1.00
raven#trumpet	1.00	1.00
rooster#subway	1.00	1.00
scooter#trailer	2.00	1.33
cottage#peacock	1.00	1.00
octopus#sledgehammer	1.00	1.00
sheep#slippers	1.00	1.33
bracelet#hose_(leggings)	1.33	1.00
pin#screws	3.33	3.33
beaver#cabbage	1.00	1.00
minnow#plug_(electric)	1.00	1.00
buzzard#hyena	2.33	1.00
barrel#harmonica	1.00	1.00
pants#spatula	1.00	1.00
garlic#pineapple	1.67	1.33
freezer#ox	1.00	1.00
elephant#starling	1.67	1.00
bomb#chisel	1.00	1.00
fork#hoe	1.67	1.67
asparagus#bungalow	1.00	1.00
broccoli#dress	1.00	1.00
bike#whip	1.00	1.00
cranberry#pickle	2.33	1.00
chain#limousine	1.00	1.00
finch#flute	1.00	1.00
ashtray#rocker	1.00	1.00
bracelet#earmuffs	1.50	1.00
faucet#mouse_(computer)	1.00	1.00
dove#hare	1.50	1.00
piano#rock	1.00	1.00
beets#bread	1.25	1.00
ostrich#tank_(army)	1.00	1.00
celery#lettuce	3.50	2.50
cheese#pickle	1.25	1.00
cabbage#eggplant	3.00	1.25
chickadee#zebra	1.50	1.00
cottage#radish	1.00	1.00
belt#salamander	1.00	1.00
bison#pants	1.00	1.00
pelican#pen	1.00	1.00
oriole#sofa	1.00	1.00
boat#sledgehammer	1.00	1.00
tortoise#turtle	4.75	5.00
envelope#projector	1.00	1.00
cloak#dress	3.00	3.25
pin#tack	4.00	4.25
brick#corn	1.00	1.00
canary#trailer	1.00	1.00
crown#rabbit	1.00	1.00
lantern#rattlesnake	1.00	1.00
building#cabin	3.50	2.75
housefly#pig	1.50	1.00
raft#razor	1.00	1.00
anchor#gun	1.00	1.00
flamingo#swan	3.50	3.00
boat#jar	1.00	1.00
beets#carrot	2.80	1.25
mink_(animal)#pony	1.80	1.25
socks#tuba	1.00	1.00
bridge#pin	1.20	1.00
pliers#shovel	2.40	1.25
orange#raspberry	3.20	1.25
armour#shield	3.80	3.25
grapefruit#zucchini	1.60	1.25
cello#stool_(furniture)	1.20	1.00
spider#tray	1.00	1.00
crayon#fork	1.20	1.50
ostrich#pipe_(plumbing)	1.00	1.00
beans#oven	1.80	1.00
corn#walnut	2.00	1.50
chandelier#pencil	1.20	1.00
belt#rooster	1.00	1.00
bat_(animal)#nightingale	2.80	1.75
cottage#garage	2.20	2.25
blueberry#trout	1.20	1.00
hatchet#missile	1.00	1.25
jacket#pen	1.20	1.00
bed#bread	1.00	1.00
faucet#tuna	1.00	1.00
chickadee#skis	1.00	1.00
lobster#swimsuit	1.40	1.00
bin_(waste)#fan_(appliance)	1.60	1.00
emu#pier	1.00	1.00
limousine#scooter	1.60	1.25
cat#otter	1.40	1.75
buzzard#hawk	4.00	4.00
horse#paintbrush	1.00	1.00
chapel#corn	1.00	1.00
barrel#ship	1.20	1.00
sandals#spade	1.00	1.00
guppy#trolley	1.00	1.00
cranberry#strawberry	3.40	1.80
donkey#goose	1.80	1.20
rock#stone	4.00	3.80
cottage#elevator	1.00	1.20
ox#wall	1.00	1.00
comb#spinach	1.00	1.00
cheetah#dishwasher	1.00	1.00
chisel#flamingo	1.00	1.00
bureau#jet	1.00	1.00
knife#pistol	2.60	1.00
marble#pillow	1.00	1.00
tomahawk#wand	1.00	1.40
minnow#skunk	1.40	1.00
faucet#tap	4.60	4.20
asparagus#rice	2.20	1.00
skirt#trousers	3.00	1.40
book#dog	1.00	1.00
beans#goldfish	1.00	1.00
bench#buggy	1.20	1.20
revolver#tank_(army)	2.60	1.20
hut#shack	4.00	4.00
boat#building	1.60	1.00
basket#bat_(baseball)	1.00	1.00
elk#tuba	1.00	1.00
mackerel#minnow	3.60	2.60
eel#faucet	1.00	1.00
canary#tortoise	1.40	1.00
fox#raccoon	3.00	2.00
dishwasher#hawk	1.00	1.00
chimp#iguana	1.40	1.00
bayonet#chisel	2.00	1.20
closet#cup	1.20	1.00
pan#rocket	1.00	1.00
clamp#paintbrush	1.20	1.20
bat_(baseball)#stick	3.60	3.20
flute#tuba	3.80	1.80
asparagus#sardine	1.40	1.20
birch#willow	2.60	2.20
couch#drapes	1.40	1.00
caterpillar#gopher	1.40	1.20
bench#tray	1.20	1.20
cheese#dish	2.40	1.40
sled#sleigh	4.20	4.40
kite#motorcycle	1.00	1.00
brick#sandals	1.00	1.00
crowbar#ladle	2.00	1.80
leopard#pot	1.00	1.00
beets#elk	1.00	1.00
microscope#scissors	1.00	1.00
robe#scarf	2.20	1.20
bouquet#thimble	1.00	1.00
mixer#skis	1.00	1.00
missile#tomahawk	2.60	1.80
freezer#saddle	1.00	1.00
gorilla#table	1.00	1.00
cougar#tiger	4.50	4.25
moth#toad	1.50	1.00
corkscrew#drill	3.75	2.75
goat#muzzle	1.00	1.25
garlic#parsley	3.50	1.25
paintbrush#wall	3.75	1.00
chimp#trolley	1.00	1.00
bouquet#yam	2.00	1.50
cat#frog	1.75	1.00
microscope#missile	1.00	1.25
onions#pepper	2.75	1.75
saddle#tripod	1.00	1.00
cellar#house	3.00	1.75
ox#rake	1.00	1.00
armour#bike	1.25	1.00
freezer#tap	1.25	1.00
hatchet#tomahawk	2.75	3.00
clock#rope	1.00	1.00
jar#oven	1.25	1.25
helmet#tortoise	1.00	2.25
guppy#platypus	1.50	1.00
blouse#crowbar	1.00	1.00
ball#kettle	1.00	1.75
dish#nightgown	1.00	1.00
bison#deer	3.75	2.25
cannon#mug	1.00	1.00
flute#typewriter	1.00	1.00
catfish#mackerel	4.00	4.00
chisel#dandelion	1.00	1.00
sandals#slippers	4.20	3.60
box#cat	1.00	1.00
chimp#eggplant	1.20	1.00
dog#missile	1.00	1.00
brick#tuba	1.00	1.00
clock#trolley	1.20	1.00
broom#hammer	1.40	1.40
ostrich#raft	1.00	1.00
grape#honeydew	2.40	1.40
grater#mushroom	1.20	1.00
caterpillar#duck	1.40	1.00
cranberry#mandarin	3.00	1.20
caribou#cottage	1.00	1.00
menu#tack	1.00	1.00
pliers#tank_(army)	1.40	1.00
bra#deer	1.00	1.00
stereo#typewriter	1.40	1.20
raven#tractor	1.00	1.00
bench#church	2.80	1.00
closet#freezer	1.60	1.60
cockroach#mouse	1.40	1.20
belt#bracelet	1.60	2.00
sparrow#woodpecker	3.60	3.00
balloon#candle	1.00	1.00
grasshopper#mink_(animal)	1.40	1.20
goat#sled	1.00	1.00
crossbow#necklace	1.00	1.00
microwave#rocket	1.40	1.00
pajamas#robe	3.60	2.40
bridge#shoes	1.00	1.00
fox#otter	1.60	1.20
gun#sled	1.00	1.00
mouse_(computer)#shotgun	1.00	1.00
bus#shrimp	1.00	1.00
deer#willow	1.40	1.00
biscuit#yam	1.40	1.20
armour#truck	1.20	1.20
menu#umbrella	1.00	1.00
groundhog#hawk	1.40	1.20
squid#worm	1.40	1.20
church#crow	1.00	1.00
garage#table	1.20	1.20
elephant#turtle	1.80	1.20
drill#pants	1.00	1.00
door#tape_(scotch)	1.20	1.00
chipmunk#coyote	2.00	1.40
crab#wand	1.00	1.00
bureau#cupboard	3.40	3.00
hose_(tubing)#pajamas	1.20	1.40
chapel#tent	1.40	1.60
couch#potato	2.00	1.00
swimsuit#trout	1.60	1.00
skunk#woodpecker	1.40	1.00
cougar#pear	1.00	1.00
cedar#pipe_(plumbing)	1.20	1.20
carrot#salamander	1.00	1.20
nylons#sandals	1.60	1.20
cap_(bottle)#tongs	1.40	1.00
mittens#plug_(electric)	1.00	1.00
cellar#shed	2.40	2.00
lettuce#tape_(scotch)	1.00	1.00
chair#couch	4.00	2.80
bag#balloon	1.40	1.20
pliers#sledgehammer	3.00	1.40
mouse_(computer)#projector	1.60	1.00
fridge#skillet	1.60	1.00
dunebuggy#wagon	3.40	2.20
partridge#thimble	1.00	1.00
mushroom#tank_(container)	1.20	1.00
shrimp#train	1.00	1.00
coconut#platypus	1.00	1.00
camisole#nylons	2.80	1.80
chandelier#rock	1.00	1.00
turkey#umbrella	1.00	1.00
goose#python	1.40	1.00
hatchet#muzzle	1.40	1.00
cupboard#dresser	3.60	3.40
crab#toad	2.20	1.20
chickadee#frog	1.60	1.20
buggy#squirrel	1.00	1.00
bomb#gun	3.20	1.00
mirror#raven	1.00	1.00
microwave#stereo	1.40	1.20
mat#pencil	1.00	1.00
bazooka#pistol	3.20	2.20
apartment#elevator	2.20	1.20
scarf#tractor	1.00	1.00
skis#tank_(army)	1.50	1.25
cannon#squid	1.00	1.00
cauliflower#lettuce	4.25	1.25
cellar#microwave	1.00	1.00
chair#sofa	4.00	2.00
microscope#unicycle	1.50	1.00
hammer#racquet	1.75	1.25
bungalow#telephone	1.25	1.00
banjo#raspberry	1.00	1.00
grenade#rocket	2.75	1.00
bucket#van	1.00	1.00
ambulance#tricycle	2.00	1.25
bomb#marble	1.25	1.00
grape#lemon	4.00	1.25
hawk#kettle	1.00	1.00
canary#moth	1.50	1.00
goose#penguin	3.25	1.75
fawn#zucchini	1.00	1.00
machete#pier	1.00	1.00
bolts#faucet	1.75	1.00
earmuffs#stick	1.00	1.00
clarinet#trombone	4.25	1.75
ant#bottle	1.00	1.00
mushroom#rat	1.00	1.00
colander#lamb	1.00	1.00
dandelion#walnut	1.25	1.00
lantern#projector	1.00	1.00
accordion#drill	1.00	1.00
gopher#oak	1.00	1.00
level#missile	1.25	1.50
blouse#ship	1.50	1.00
brush#menu	1.00	1.00
pelican#shelves	1.00	1.00
chair#rocker	4.00	3.50
harpsichord#pliers	1.00	1.00
candle#elevator	1.00	1.00
earmuffs#truck	1.00	1.00
mushroom#tomato	2.25	1.50
alligator#toad	2.00	1.25
gate#goat	1.00	1.00
emu#pickle	1.00	1.00
bull#dove	1.25	1.00
mouse_(computer)#rat	1.75	2.50
beets#willow	1.50	1.25
drapes#dunebuggy	1.00	1.00
chandelier#unicycle	1.00	1.00
pajamas#slippers	2.75	1.25
calf#wrench	1.00	1.00
dishwasher#fox	1.00	1.00
celery#veil	1.00	1.00
cannon#cucumber	1.00	1.50
hare#pony	1.25	1.25
desk#lantern	1.25	1.25
skyscraper#whistle	1.00	1.00
flamingo#goldfish	1.25	1.25
dress#parka	2.75	2.25
fawn#hawk	1.25	1.00
crayon#mink_(coat)	1.00	1.00
bureau#couch	2.25	1.25
calf#lamb	4.00	3.75
alligator#pelican	1.75	1.00
cauliflower#frog	1.00	1.00
cockroach#zebra	1.25	1.00
chain#helmet	1.00	1.00
blouse#jeans	3.50	1.25
basket#plate	1.75	1.25
clamp#whip	1.25	1.00
flea#lettuce	1.00	1.00
belt#truck	1.00	1.00
bull#crocodile	1.50	1.00
catfish#sack	1.00	1.00
mug#toad	1.00	1.00
freezer#sheep	1.00	1.00
mittens#nectarine	1.00	1.00
balloon#fan_(appliance)	1.00	1.00
cloak#pickle	1.00	1.00
stone#typewriter	1.00	1.00
hose_(leggings)#shoes	3.00	1.25
oven#tomahawk	1.00	1.00
broccoli#gown	1.00	1.00
caterpillar#skirt	1.00	1.00
ashtray#harpsichord	1.00	1.00
crossbow#violin	1.00	1.25
crowbar#tack	1.25	1.00
mirror#tie	1.25	1.00
chickadee#penguin	2.50	1.50
avocado#grater	1.50	1.00
dove#turkey	3.25	1.75
cape#dress	2.80	3.00
mouse_(computer)#napkin	1.00	1.00
freezer#train	1.00	1.20
couch#pliers	1.40	1.00
ox#turkey	2.00	1.00
mat#sleigh	1.60	1.20
dunebuggy#wheelbarrow	2.40	2.00
subway#swimsuit	1.00	1.00
rake#sledgehammer	2.20	1.40
carpet#trousers	1.20	1.00
broom#brush	2.60	3.20
bluejay#iguana	1.80	1.20
buffalo#oak	1.00	1.00
drum#key	1.20	1.00
biscuit#violin	1.00	1.00
lion#parakeet	2.00	1.00
bracelet#robe	1.80	1.00
bagpipe#clamp	1.00	1.00
bag#cupboard	1.60	1.00
cloak#tricycle	1.00	1.00
coat#skirt	2.40	1.20
birch#gopher	1.60	1.00
bureau#hut	2.00	1.40
dandelion#peach	1.20	1.20
skis#spider	1.00	1.00
cedar#partridge	1.40	1.00
flute#oriole	1.00	1.00
chandelier#eggplant	1.00	1.00
peacock#swimsuit	1.00	1.00
cape#drapes	1.60	2.25
guitar#hose_(tubing)	1.00	1.00
crocodile#elephant	1.40	1.00
desk#subway	1.00	1.00
avocado#pine	1.40	1.00
mouse_(computer)#tripod	1.20	1.00
biscuit#vine	1.00	1.00
dress#yam	1.00	1.00
hose_(leggings)#skirt	2.60	1.50
eagle#spider	1.00	1.00
dish#rice	2.60	1.50
buffalo#train	1.00	1.00
elevator#grape	1.00	1.00
fawn#freezer	1.00	1.00
jeans#shirt	2.80	1.25
jeep#trolley	1.60	1.50
cranberry#raspberry	3.80	3.00
ladle#mug	1.80	1.25
comb#oriole	1.00	1.00
corn#peach	1.20	1.00
caribou#chicken	1.20	1.00
beetle#door	1.00	1.00
wagon#wheelbarrow	3.20	2.75
