Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
ship,is_sinkable,systemic_property,e,sys,encyclopaedic,5,12,5,1,D,1.000,1.000,0,0,11,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
ship,made_of_wood,made_of,e,m,visual-form_and_surface,5,12,1091,79,ND,0.013,0.005,0,0,12,S,126,4.84,7505,8.92,4.90,4,3,1,1904.97,65.14,8,13,13,5,38.5,0.377,0.397,119.34,6,21,4,1,4,0,0,0,0,0,4,0
shirt,has_sleeves,external_component,e,ce,visual-form_and_surface,26,1,74,6,ND,0.167,0.351,210.25,184.9,11,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,has_buttons,external_component,e,ce,visual-form_and_surface,23,2,163,13,ND,0.077,0.141,127.98,112.06,11,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,clothing,superordinate,c,h,taxonomic,20,3,,34,ND,0.029,,218.77,0,8,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,made_of_cotton,made_of,e,m,visual-form_and_surface,13,4,88,12,ND,0.083,0.148,166.84,140.81,14,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,different_colours,external_surface_property,e,se,visual-colour,12,5,460,58,ND,0.017,0.026,81.44,59.12,17,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,made_of_material,made_of,e,m,visual-form_and_surface,12,5,154,18,ND,0.056,0.078,115.21,92.17,16,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn_for_warmth,function,s,f,function,10,7,206,15,ND,0.067,0.049,51.4,25.38,15,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn_on_torso,function,s,f,function,10,7,21,3,ND,0.333,0.476,169.29,155.22,13,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,has_short_sleeves,external_component,e,ce,visual-form_and_surface,9,9,9,1,D,1.000,1.000,0,0,17,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn_with_ties,associated_entity,s,e,encyclopaedic,9,9,9,1,D,1.000,1.000,0,0,14,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,has_a_collar,external_component,e,ce,visual-form_and_surface,8,11,19,2,D,0.500,0.421,0,0,12,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,has_long_sleeves,external_component,e,ce,visual-form_and_surface,8,11,8,1,D,1.000,1.000,0,0,16,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,eg_-_t-shirt,subordinate,c,l,taxonomic,6,13,,1,D,1.000,,0,0,12,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,has_pockets,external_component,e,ce,visual-form_and_surface,5,14,52,6,ND,0.167,0.096,75.7,58.62,11,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,requires_ironing,action,s,a,function,5,14,5,1,D,1.000,1.000,0,0,16,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn,function,s,f,function,5,14,5,1,D,1.000,1.000,0,0,4,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn_by_men,participant,s,p,function,5,14,62,6,ND,0.167,0.081,49.63,30.94,11,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shirt,worn_by_women,participant,s,p,function,5,14,232,18,ND,0.056,0.022,90.61,60.36,13,S,29,3.37,3623,8.20,8.80,5,3,1,2539.93,149.77,4,18,16,6,37.5,0.418,0.431,459.79,25,56,6,0,8,1,0,0,0,0,1,2
shoes,made_of_leather,made_of,e,m,visual-form_and_surface,24,1,206,13,ND,0.077,0.117,88.4,88.4,15,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,has_heels,external_component,e,ce,visual-form_and_surface,15,2,22,2,D,0.500,0.682,0,0,9,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,has_laces,external_component,e,ce,visual-form_and_surface,13,3,29,3,ND,0.333,0.448,106.81,106.81,9,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_on_feet,function,s,f,function,13,3,71,6,ND,0.167,0.183,152.17,152.17,12,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_protection,function,s,f,function,11,5,118,8,ND,0.125,0.093,0,0,19,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,has_high_heels,external_component,e,ce,visual-form_and_surface,10,6,10,1,D,1.000,1.000,0,0,14,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,has_soles,external_component,e,ce,visual-form_and_surface,9,7,25,3,ND,0.333,0.360,117.32,117.32,9,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_running,function,s,f,function,9,7,9,1,D,1.000,1.000,0,0,16,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,comes_in_pairs,quantity,e,q,encyclopaedic,8,9,62,7,ND,0.143,0.129,109.92,109.92,14,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,different_sizes,external_surface_property,e,se,visual-form_and_surface,8,9,135,19,ND,0.053,0.059,0,0,15,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_protecting_feet,function,s,f,function,7,11,12,2,D,0.500,0.583,0,0,24,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,clothing,superordinate,c,h,taxonomic,6,12,,34,ND,0.029,,32.93,0,8,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_walking,function,s,f,function,6,12,15,2,D,0.500,0.400,0,0,16,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,has_buckles,external_component,e,ce,visual-form_and_surface,5,14,31,2,D,0.500,0.161,0,0,11,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,made_of_material,made_of,e,m,visual-form_and_surface,5,14,154,18,ND,0.056,0.032,30.98,7.94,16,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,made_of_suede,made_of,e,m,visual-form_and_surface,5,14,5,1,D,1.000,1.000,0,0,13,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_covering,function,s,f,function,5,14,45,6,ND,0.167,0.111,24.67,14.78,17,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_covering_feet,function,s,f,function,5,14,5,1,D,1.000,1.000,0,0,22,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shoes,worn_for_sports,function,s,f,function,5,14,11,2,D,0.500,0.455,0,0,15,S,58,4.06,4822,8.48,8.90,5,3,1,1898.45,273.39,5,19,18,9,50.0,0.442,0.434,298.67,12,33,8,0,9,0,0,0,0,0,1,1
shotgun,requires_bullets,contingency,i,c,encyclopaedic,17,1,31,2,D,0.500,0.548,0,0,16,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,is_loud,external_surface_property,e,se,sound,14,2,317,34,ND,0.029,0.044,8.78,8.78,7,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,made_of_metal,made_of,e,m,visual-form_and_surface,13,3,1472,133,ND,0.008,0.009,0,0,13,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,used_for_hunting,function,s,f,function,13,3,122,8,ND,0.125,0.107,98.15,59.43,16,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,used_for_killing,function,s,f,function,12,5,233,20,ND,0.050,0.052,179.98,114.33,16,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,is_dangerous,systemic_property,e,sys,encyclopaedic,9,6,316,37,ND,0.027,0.028,109.28,65.07,12,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,has_a_trigger,external_component,e,ce,visual-form_and_surface,8,7,43,5,ND,0.200,0.186,189.91,116.43,13,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,a_gun,superordinate,c,h,taxonomic,7,8,,6,ND,0.167,,153.76,0,5,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,a_weapon,superordinate,c,h,taxonomic,7,8,,29,ND,0.034,,138.51,0,8,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shotgun,used_by_the_police,participant,s,p,function,5,10,58,7,ND,0.143,0.086,144.85,99.4,18,S,9,2.20,487,6.19,3.00,7,6,2,440.53,43.29,0,10,8,1,12.5,0.135,0.133,231.72,10,48,3,0,2,0,1,0,0,0,2,2
shovel,has_a_handle,external_component,e,ce,visual-form_and_surface,24,1,508,42,ND,0.024,0.047,81.27,63.05,12,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_digging,function,s,f,function,21,2,41,3,ND,0.333,0.512,121.44,111.13,16,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,a_tool,superordinate,c,h,taxonomic,19,3,,18,ND,0.056,,102.72,0,6,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_moving_snow,function,s,f,function,16,4,16,1,D,1.000,1.000,0,0,20,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_gardening,function,s,f,function,13,5,40,3,ND,0.333,0.325,197.57,178.05,18,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,made_of_metal,made_of,e,m,visual-form_and_surface,9,6,1472,133,ND,0.008,0.006,8.8,0,13,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,has_a_wooden_handle,external_component,e,ce,visual-form_and_surface,8,7,67,7,ND,0.143,0.119,97.45,71.14,19,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_removing,function,s,f,function,8,7,8,1,D,1.000,1.000,0,0,17,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,has_a_long_handle,external_component,e,ce,visual-form_and_surface,7,9,32,4,ND,0.250,0.219,116.21,106.53,17,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,has_an_end,external_component,e,ce,visual-form_and_surface,7,9,30,3,ND,0.333,0.233,138.24,128.36,10,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_scooping,function,s,f,function,7,9,7,1,D,1.000,1.000,0,0,17,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_with_dirt,associated_entity,s,e,encyclopaedic,7,9,7,1,D,1.000,1.000,0,0,14,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_digging_holes,function,s,f,function,6,13,6,1,D,1.000,1.000,0,0,22,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,has_a_metal_end,external_component,e,ce,visual-form_and_surface,5,14,5,1,D,1.000,1.000,0,0,15,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shovel,used_for_removing_snow,function,s,f,function,5,14,5,1,D,1.000,1.000,0,0,22,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
shrimp,is_edible,function,s,f,function,19,1,890,78,ND,0.013,0.021,48.86,48.86,9,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,is_small,external_surface_property,e,se,visual-form_and_surface,17,2,1229,121,ND,0.008,0.014,0,0,8,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,lives_in_water,location,s,l,encyclopaedic,12,3,394,32,ND,0.031,0.030,102.78,102.78,14,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,is_pink,external_surface_property,e,se,visual-colour,11,4,79,5,ND,0.200,0.139,0,0,7,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,tastes_good,internal_surface_property,e,si,taste,9,5,235,33,ND,0.030,0.038,24.49,24.49,11,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,has_a_shell,external_component,e,ce,visual-form_and_surface,8,6,153,10,ND,0.100,0.052,6.71,6.71,11,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,lives_in_oceans,location,s,l,encyclopaedic,8,6,101,10,ND,0.100,0.079,64.91,64.91,15,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,is_large,external_surface_property,e,se,visual-form_and_surface,7,8,1076,106,ND,0.009,0.007,0,0,8,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,beh_-_swims,entity_behavior,e,b,visual-motion,6,9,411,33,ND,0.030,0.015,67.15,67.15,11,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,has_a_tail,external_component,e,ce,visual-form_and_surface,6,9,379,39,ND,0.026,0.016,0,0,10,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,is_red,external_surface_property,e,se,visual-colour,6,9,382,26,ND,0.038,0.016,0,0,6,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,lives_in_seas,location,s,l,encyclopaedic,6,9,21,4,ND,0.250,0.286,36.48,36.48,13,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
shrimp,is_white,external_surface_property,e,se,visual-colour,5,13,634,51,ND,0.020,0.008,0,0,8,S,2,0.69,409,6.01,5.80,6,5,1,640.39,31.24,0,13,13,0,0.0,0.066,0.055,175.69,8,10,1,1,4,3,0,1,0,0,3,0
sink,used_for_washing,function,s,f,function,27,1,35,2,D,0.500,0.771,0,0,16,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,found_in_bathrooms,location,s,l,encyclopaedic,20,2,103,10,ND,0.100,0.194,154.13,154.13,18,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,found_in_kitchens,location,s,l,encyclopaedic,20,2,386,32,ND,0.031,0.052,7.11,7.11,17,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,has_taps,associated_entity,s,e,encyclopaedic,17,4,32,3,ND,0.333,0.531,209.95,209.95,8,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,used_for_holding_water,function,s,f,function,17,4,50,5,ND,0.200,0.340,148.62,148.62,22,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,used_for_washing_dishes,function,s,f,function,16,6,29,2,D,0.500,0.552,0,0,23,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,has_a_drain,external_component,e,ce,visual-form_and_surface,15,7,21,2,D,0.500,0.714,0,0,11,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,made_of_porcelain,made_of,e,m,visual-form_and_surface,12,8,51,6,ND,0.167,0.235,67.21,67.21,17,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,used_for_water,function,s,f,function,9,9,39,3,ND,0.333,0.231,34.47,34.47,14,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,has_a_drain_plug,associated_entity,s,e,encyclopaedic,8,10,14,2,D,0.500,0.571,0,0,16,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,made_of_metal,made_of,e,m,visual-form_and_surface,7,11,1472,133,ND,0.008,0.005,0,0,13,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,made_of_stainless_steel,made_of,e,m,visual-form_and_surface,7,11,19,3,ND,0.333,0.368,79.3,79.3,23,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,has_pipes,associated_entity,s,e,encyclopaedic,6,13,23,3,ND,0.333,0.261,49.73,49.73,9,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,inbeh_-_clogs,entity_behavior,e,b,encyclopaedic,6,13,23,2,D,0.500,0.261,0,0,13,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,a_basin,synonym,c,s,taxonomic,5,15,,1,D,1.000,,0,0,7,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,made_of_enamel,made_of,e,m,visual-form_and_surface,5,15,5,1,D,1.000,1.000,0,0,14,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
sink,used_for_laundry,function,s,f,function,5,15,5,1,D,1.000,1.000,0,0,16,s,23,3.14,2190,7.69,8.50,4,4,1,1258.31,87.57,13,17,16,7,43.8,0.396,0.443,375.26,18,50,5,0,5,0,0,0,0,0,6,1
skateboard,has_wheels,external_component,e,ce,visual-form_and_surface,30,1,416,23,ND,0.043,0.072,87.67,87.67,10,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,has_4_wheels,external_component,e,ce,visual-form_and_surface,16,2,124,11,ND,0.091,0.129,54.87,54.87,12,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,made_of_wood,made_of,e,m,visual-form_and_surface,16,2,1091,79,ND,0.013,0.015,0,0,12,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,used_for_transportation,function,s,f,function,11,4,323,33,ND,0.030,0.034,61.86,61.86,23,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,used_for_performing_tricks,function,s,f,function,10,5,10,1,D,1.000,1.000,0,0,26,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,a_board,superordinate,c,h,taxonomic,8,6,,1,D,1.000,,0,0,7,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skateboard,is_long,external_surface_property,e,se,visual-form_and_surface,7,7,844,81,ND,0.012,0.008,0,0,7,s,1,0.00,80,4.38,4.85,10,7,2,60.26,0.00,0,10,9,1,11.1,0.160,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
